Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,HouseAge,RoomDensity,SaleYear,SaleMonth
south melbourne,97 park st,2,t,817000.0,s,cayzer,,1.9,3205.0,2.0,2.0,1.0,336.0,126.0,1970.0,moreland,-37.83401,144.96653999999995,southern metropolitan,5943.0,55.0,0.005934718100890208,,
south morang,15 jenolan wy,4,h,658500.0,s,har,,20.5,3752.0,4.0,2.0,2.0,444.0,187.0,2008.0,moreland,-37.63534,145.09081,northern metropolitan,7969.0,17.0,0.008988764044943821,,
springvale,4 audrey st,3,h,881000.0,s,isell,,20.8,3171.0,3.0,1.0,4.0,720.0,140.0,1955.0,moreland,-37.94434,145.16289,south-eastern metropolitan,7412.0,70.0,0.004160887656033287,,
st albans,29 lester av,3,h,645000.0,s,harcourts,,14.0,3021.0,3.0,1.0,1.0,690.0,126.0,1970.0,moreland,-37.74295,144.81009,western metropolitan,14042.0,55.0,0.004341534008683068,,
st albans,30 thorndon dr,3,h,549500.0,s,ypa,,14.0,3021.0,3.0,1.0,2.0,546.0,126.0,1970.0,moreland,-37.7502,144.80626,western metropolitan,14042.0,55.0,0.005484460694698354,,
st helena,16 allumba dr,3,h,897000.0,s,buckingham,,16.1,3088.0,3.0,2.0,2.0,684.0,150.0,1985.0,moreland,-37.68969,145.12366,eastern metropolitan,915.0,40.0,0.004379562043795621,,
st kilda,20 fawkner st,4,h,2680000.0,s,marshall,,5.0,3182.0,4.0,2.0,1.0,324.0,265.0,1890.0,moreland,-37.86569,144.97919,southern metropolitan,13240.0,135.0,0.012307692307692308,,
st kilda,4 frampton st,2,h,1000000.0,vb,marshall,,5.0,3182.0,2.0,1.0,2.0,106.0,134.0,1900.0,moreland,-37.86191,144.98655,southern metropolitan,13240.0,125.0,0.018691588785046728,,
strathmore,68 bournian av,4,h,1625000.0,s,nelson,,8.2,3041.0,4.0,3.0,2.0,224.0,126.0,1950.0,moreland,-37.73545,144.92164,western metropolitan,3284.0,75.0,0.017777777777777778,,
strathmore,7 brisbane st,3,h,810000.0,s,considine,,8.2,3041.0,3.0,1.0,3.0,492.0,134.0,1970.0,moreland,-37.73084,144.92238,western metropolitan,3284.0,55.0,0.006085192697768763,,
sunbury,95 harker st,3,h,657500.0,s,one,,31.7,3429.0,3.0,2.0,1.0,729.0,167.0,2001.0,moreland,-37.5877,144.73734,western metropolitan,14092.0,24.0,0.00410958904109589,,
sunbury,43 ligar st,3,h,778000.0,s,raine,,31.7,3429.0,3.0,2.0,1.0,1058.0,126.0,1970.0,moreland,-37.57858,144.72349,western metropolitan,14092.0,55.0,0.0028328611898017,,
sunbury,3 paperbark av,5,h,675000.0,s,ypa,,31.7,3429.0,5.0,3.0,2.0,615.0,208.0,2000.0,moreland,-37.59115,144.72581,western metropolitan,14092.0,25.0,0.008116883116883116,,
sunbury,3 ponsford pl,4,h,605000.0,s,ypa,,31.7,3429.0,4.0,2.0,2.0,738.0,192.0,2000.0,moreland,-37.58457,144.70005,western metropolitan,14092.0,25.0,0.005412719891745603,,
sunbury,6 richardson av,4,h,600000.0,s,ypa,,31.7,3429.0,4.0,2.0,1.0,1007.0,116.0,1980.0,moreland,-37.57231,144.70429,western metropolitan,14092.0,45.0,0.003968253968253968,,
sunshine north,12 redgum dr,4,h,895000.0,s,bells,,10.5,3020.0,4.0,2.0,2.0,400.0,126.0,1970.0,moreland,-37.76586,144.85193,western metropolitan,4217.0,55.0,0.00997506234413965,,
sunshine west,11 amore dr,3,h,555000.0,sp,ypa,,10.5,3020.0,3.0,2.0,1.0,156.0,126.0,1970.0,moreland,-37.79498,144.79545,western metropolitan,6763.0,55.0,0.01910828025477707,,
surrey hills,3 arthur st,4,h,1910000.0,s,marshall,,10.2,3127.0,4.0,3.0,2.0,416.0,256.0,2014.0,moreland,-37.82671,145.11068,southern metropolitan,5457.0,11.0,0.009592326139088728,,
surrey hills,28 guildford rd,3,h,2350000.0,s,harcourts,,10.2,3127.0,3.0,2.0,0.0,843.0,126.0,1970.0,moreland,-37.82195,145.08968000000004,southern metropolitan,5457.0,55.0,0.0035545023696682463,,
taylors lakes,2 honeyeater cr,3,h,746000.0,s,purplebricks,,15.5,3038.0,3.0,2.0,2.0,649.0,126.0,1970.0,moreland,-37.69616,144.78587,western metropolitan,5336.0,55.0,0.004615384615384616,,
taylors lakes,21 salvana ct,4,h,751000.0,s,barry,,15.5,3038.0,4.0,2.0,2.0,712.0,364.0,1998.0,moreland,-37.68646,144.77247,western metropolitan,5336.0,27.0,0.005610098176718092,,
taylors lakes,2 yanchep ct,3,h,600000.0,s,brad,,15.5,3038.0,3.0,2.0,2.0,657.0,126.0,1970.0,moreland,-37.71176,144.80271000000005,western metropolitan,5336.0,55.0,0.004559270516717325,,
templestowe,21 wood st,4,h,910000.0,pi,woodards,,15.5,3106.0,4.0,2.0,2.0,520.0,170.0,1980.0,moreland,-37.75436,145.11938999999995,eastern metropolitan,6202.0,45.0,0.007677543186180422,,
templestowe lower,19 howitt dr,4,h,1561000.0,s,barry,,12.4,3107.0,4.0,2.0,2.0,1128.0,126.0,1970.0,moreland,-37.76497,145.11077,eastern metropolitan,5420.0,55.0,0.00354295837023915,,
templestowe lower,275 thompsons rd,3,h,1250000.0,vb,barry,,12.4,3107.0,3.0,2.0,2.0,838.0,126.0,1970.0,moreland,-37.76649000000001,145.10623,eastern metropolitan,5420.0,55.0,0.003575685339690107,,
the basin,5 democrat dr,3,h,700000.0,s,itrak,,27.0,3154.0,3.0,2.0,3.0,795.0,126.0,1970.0,moreland,-37.85229,145.30281000000005,eastern metropolitan,1690.0,55.0,0.0037688442211055275,,
thomastown,24 simpson st,3,h,720000.0,s,har,,15.3,3074.0,3.0,1.0,1.0,573.0,126.0,1970.0,moreland,-37.67939000000001,145.00143,northern metropolitan,7955.0,55.0,0.005226480836236934,,
vermont,8 howqua ct,4,h,1260000.0,s,harcourts,,17.2,3133.0,4.0,2.0,3.0,682.0,166.0,1973.0,moreland,-37.84454,145.18881000000005,eastern metropolitan,4181.0,52.0,0.005856515373352855,,
vermont south,204 hawthorn rd,4,h,1202000.0,sp,ray,,17.2,3133.0,4.0,2.0,2.0,650.0,159.0,1980.0,moreland,-37.84919,145.17436,eastern metropolitan,4280.0,45.0,0.006144393241167435,,
wantirna,38 templeton st,4,h,920000.0,s,ray,,14.7,3152.0,4.0,2.0,2.0,601.0,126.0,1970.0,moreland,-37.86231,145.22633000000005,eastern metropolitan,5424.0,55.0,0.006644518272425249,,
wantirna south,7 cathies la,5,h,1180000.0,s,ray,,14.7,3152.0,5.0,2.0,4.0,738.0,258.0,1980.0,moreland,-37.86328,145.21477,eastern metropolitan,7082.0,45.0,0.006765899864682003,,
wantirna south,3 jonathon ct,5,h,1400000.0,s,barry,,14.7,3152.0,5.0,2.0,2.0,796.0,126.0,1970.0,moreland,-37.87079,145.22988,eastern metropolitan,7082.0,55.0,0.006273525721455458,,
werribee,32 hooker rd,3,h,515000.0,s,hockingstuart,,14.7,3030.0,3.0,2.0,1.0,517.0,115.0,1985.0,moreland,-37.89423,144.64131,western metropolitan,16166.0,40.0,0.005791505791505791,,
werribee,15 seine cl,3,h,430000.0,s,ypa,,14.7,3030.0,3.0,1.0,1.0,454.0,126.0,1970.0,moreland,-37.88178,144.66125,western metropolitan,16166.0,55.0,0.006593406593406593,,
west footscray,702 barkly st,3,h,840000.0,pi,hodges,,6.4,3012.0,3.0,1.0,3.0,336.0,95.0,1950.0,moreland,-37.79613,144.86741999999995,western metropolitan,5058.0,75.0,0.008902077151335312,,
west footscray,171 essex st,3,h,879000.0,sp,jas,,6.4,3012.0,3.0,1.0,2.0,377.0,126.0,1970.0,moreland,-37.79285,144.86969,western metropolitan,5058.0,55.0,0.007936507936507936,,
westmeadows,14 parkhill ct,2,h,560000.0,sp,ypa,,16.5,3049.0,2.0,2.0,2.0,424.0,126.0,1970.0,moreland,-37.67909,144.87524,northern metropolitan,2474.0,55.0,0.004705882352941176,,
wheelers hill,17 plato cr,3,h,1025000.0,s,buxton,,16.7,3150.0,3.0,1.0,2.0,691.0,126.0,1970.0,moreland,-37.90823,145.16173,south-eastern metropolitan,7392.0,55.0,0.004335260115606936,,
wheelers hill,2 wattleglade ct,5,h,1660000.0,s,ray,,16.7,3150.0,5.0,2.0,2.0,790.0,291.0,1990.0,moreland,-37.90001,145.18688,south-eastern metropolitan,7392.0,35.0,0.006321112515802781,,
williamstown,146 ferguson st,3,h,832000.0,s,williams,,6.8,3016.0,3.0,1.0,1.0,269.0,126.0,1970.0,moreland,-37.85808,144.89268,western metropolitan,6380.0,55.0,0.011111111111111112,,
wollert,16 allendale av,2,t,401000.0,s,ray,,25.5,3750.0,2.0,1.0,1.0,115.0,126.0,1970.0,moreland,-37.61379,145.03296,northern metropolitan,2940.0,55.0,0.017241379310344827,,
yarraville,37 ballarat st,3,h,1300000.0,pi,sweeney,,6.3,3013.0,3.0,2.0,2.0,277.0,126.0,1970.0,moreland,-37.81732,144.89091000000005,western metropolitan,6543.0,55.0,0.01079136690647482,,
yarraville,5 maryston st,3,h,1360000.0,pi,jas,,6.3,3013.0,3.0,1.0,1.0,479.0,128.0,1930.0,moreland,-37.81279,144.87717,western metropolitan,6543.0,95.0,0.00625,,
yarraville,18 stewart st,3,h,1455000.0,s,village,,6.3,3013.0,3.0,2.0,2.0,351.0,125.0,1910.0,moreland,-37.81111,144.88759,western metropolitan,6543.0,115.0,0.008522727272727272,,
airport west,11 grange rd,3,h,975500.0,s,barry,,10.4,3042.0,3.0,1.0,1.0,697.0,126.0,1970.0,moreland,-37.73254,144.88321000000005,western metropolitan,3464.0,55.0,0.004297994269340974,,
airport west,125 parer rd,3,h,880000.0,s,jellis,,10.4,3042.0,3.0,1.0,3.0,626.0,126.0,1970.0,moreland,-37.71919000000001,144.87842,western metropolitan,3464.0,55.0,0.004784688995215311,,
albert park,59 barrett st,3,h,2340000.0,s,greg,,3.0,3206.0,3.0,2.0,1.0,162.0,135.0,1880.0,moreland,-37.84398,144.95044,southern metropolitan,3280.0,145.0,0.018404907975460124,,
albert park,6 pickles st,3,h,2225000.0,s,greg,,3.0,3206.0,3.0,1.0,1.0,241.0,126.0,1970.0,moreland,-37.84479,144.94429,southern metropolitan,3280.0,55.0,0.012396694214876033,,
altona,20 burt st,3,h,920000.0,vb,prd,,11.0,3018.0,3.0,2.0,2.0,584.0,126.0,1970.0,moreland,-37.86249,144.82162,western metropolitan,5301.0,55.0,0.005128205128205128,,
altona,1/76 queen st,2,u,801250.0,s,sweeney,,11.0,3018.0,2.0,1.0,1.0,245.0,126.0,1970.0,moreland,-37.87046,144.83482,western metropolitan,5301.0,55.0,0.008130081300813009,,
altona north,23 hatherley gr,3,h,791000.0,s,jas,,9.4,3025.0,3.0,1.0,4.0,553.0,131.0,1960.0,moreland,-37.84484000000001,144.85017,western metropolitan,5132.0,65.0,0.005415162454873646,,
ascot vale,6 macarthur av,4,h,1151000.0,s,bullen,,4.3,3032.0,4.0,2.0,2.0,290.0,178.0,2012.0,moreland,-37.77708,144.90913999999995,western metropolitan,6567.0,13.0,0.013745704467353952,,
ashburton,28 baker pde,4,t,1650000.0,vb,jellis,,10.2,3147.0,4.0,2.0,1.0,338.0,200.0,2005.0,moreland,-37.86058,145.08542,southern metropolitan,3052.0,20.0,0.011799410029498525,,
ashburton,59 winton rd,3,h,2550000.0,s,marshall,,10.2,3147.0,3.0,2.0,3.0,1170.0,202.0,1950.0,moreland,-37.87253,145.0705,southern metropolitan,3052.0,75.0,0.0025619128949615714,,
balaclava,16 grosvenor st,3,h,1680000.0,s,mcgrath,,6.4,3183.0,3.0,1.0,2.0,325.0,126.0,1970.0,moreland,-37.87202,144.99123,southern metropolitan,2952.0,55.0,0.009202453987730062,,
balwyn north,6 aquila st,5,h,3000000.0,vb,marshall,,9.7,3104.0,5.0,4.0,2.0,830.0,126.0,1970.0,moreland,-37.78739,145.07388999999995,southern metropolitan,7809.0,55.0,0.006016847172081829,,
balwyn north,33 cityview rd,3,h,1900000.0,s,jellis,,9.7,3104.0,3.0,1.0,1.0,663.0,126.0,1970.0,moreland,-37.79131,145.07861,southern metropolitan,7809.0,55.0,0.004518072289156626,,
balwyn north,1 hosken st,5,h,2800000.0,s,marshall,,9.7,3104.0,5.0,2.0,2.0,1173.0,0.0,1960.0,moreland,-37.80385,145.09094,southern metropolitan,7809.0,65.0,0.004258943781942078,,
balwyn north,22 kalonga rd,4,h,1650000.0,pi,jellis,,9.7,3104.0,4.0,2.0,3.0,868.0,126.0,1970.0,moreland,-37.80217,145.10183,southern metropolitan,7809.0,55.0,0.004602991944764097,,
beaumaris,11 hastings av,3,h,1589000.0,s,hodges,,17.3,3193.0,3.0,2.0,2.0,596.0,126.0,1970.0,moreland,-37.98045,145.04833,southern metropolitan,5366.0,55.0,0.005025125628140704,,
beaumaris,12 mcnamara st,4,h,1385000.0,s,hockingstuart,,17.3,3193.0,4.0,2.0,2.0,588.0,126.0,1970.0,moreland,-37.97258,145.05123,southern metropolitan,5366.0,55.0,0.006791171477079796,,
bellfield,5 davidson st,4,h,951000.0,s,miles,,8.8,3081.0,4.0,1.0,1.0,654.0,126.0,1960.0,moreland,-37.75399,145.03606000000005,eastern metropolitan,790.0,65.0,0.0061068702290076335,,
bentleigh,44 mclean av,3,h,1300000.0,vb,woodards,,11.4,3204.0,3.0,2.0,2.0,566.0,126.0,1970.0,moreland,-37.91469,145.02789,southern metropolitan,6795.0,55.0,0.005291005291005291,,
bentleigh east,16 bevis st,5,h,1800000.0,vb,gary,,13.8,3165.0,5.0,3.0,3.0,697.0,243.0,1960.0,moreland,-37.91865,145.05418,southern metropolitan,10969.0,65.0,0.0071633237822349575,,
bentleigh east,28 melva st,4,t,1130000.0,s,buxton,,13.8,3165.0,4.0,2.0,2.0,270.0,183.0,2012.0,moreland,-37.90866,145.07533,southern metropolitan,10969.0,13.0,0.014760147601476014,,
bentleigh east,47 parkmore rd,4,h,1370000.0,vb,gary,,13.8,3165.0,4.0,3.0,3.0,605.0,186.0,1930.0,moreland,-37.91487,145.06623000000005,southern metropolitan,10969.0,95.0,0.006600660066006601,,
bentleigh east,1 sassella st,3,h,1311000.0,sp,jellis,,13.8,3165.0,3.0,2.0,3.0,632.0,194.0,1950.0,moreland,-37.92599000000001,145.07537,southern metropolitan,10969.0,75.0,0.004739336492890996,,
blackburn,10 fir st,3,h,1350000.0,s,noel,,13.4,3130.0,3.0,1.0,1.0,697.0,121.0,1950.0,moreland,-37.81511,145.15828,eastern metropolitan,5713.0,75.0,0.004297994269340974,,
blackburn,4 goodwin st,4,h,1660000.0,pi,jellis,,13.4,3130.0,4.0,2.0,2.0,697.0,126.0,1970.0,moreland,-37.81245,145.16416999999996,eastern metropolitan,5713.0,55.0,0.0057306590257879654,,
blackburn south,117 fulton rd,3,h,905000.0,s,ray,,13.4,3130.0,3.0,2.0,2.0,887.0,150.0,1990.0,moreland,-37.8429,145.14895,eastern metropolitan,4387.0,35.0,0.0033783783783783786,,
blackburn south,20 wreford rd,3,h,1152000.0,s,fletchers,,13.4,3130.0,3.0,1.0,3.0,584.0,126.0,1970.0,moreland,-37.83373,145.14493000000004,eastern metropolitan,4387.0,55.0,0.005128205128205128,,
bonbeach,14 haldane st,3,h,920000.0,s,buxton,,27.0,3196.0,3.0,1.0,2.0,645.0,102.0,1950.0,moreland,-38.06688,145.12398000000005,south-eastern metropolitan,2887.0,75.0,0.0046439628482972135,,
boronia,2 norwich st,4,h,728000.0,s,itrak,,25.0,3155.0,4.0,1.0,1.0,744.0,136.0,1970.0,moreland,-37.85652,145.2758,eastern metropolitan,9704.0,55.0,0.005369127516778523,,
box hill,13 cunningham st,5,h,1900000.0,pi,buxton,,10.9,3128.0,5.0,3.0,2.0,613.0,133.0,1955.0,moreland,-37.82703,145.12938,eastern metropolitan,4605.0,70.0,0.008143322475570033,,
briar hill,77 karingal dr,4,h,1030000.0,s,nelson,,16.1,3088.0,4.0,3.0,3.0,1061.0,312.0,1960.0,moreland,-37.70591,145.13005,eastern metropolitan,1390.0,65.0,0.003766478342749529,,
brighton,3 adamson st,4,h,3200000.0,vb,marshall,,10.5,3186.0,4.0,3.0,2.0,635.0,126.0,1930.0,moreland,-37.91559,144.99885,southern metropolitan,10579.0,95.0,0.006289308176100629,,
brighton,53 elwood st,4,h,2830000.0,s,nick,,10.5,3186.0,4.0,2.0,2.0,700.0,202.0,1930.0,moreland,-37.90034,144.99608999999995,southern metropolitan,10579.0,95.0,0.005706134094151213,,
brighton,44 meek st,4,h,2260000.0,s,nick,,10.5,3186.0,4.0,2.0,2.0,881.0,126.0,2015.0,moreland,-37.90217,144.99337,southern metropolitan,10579.0,10.0,0.0045351473922902496,,
brighton east,76 canberra gr,3,h,2060000.0,s,jellis,,10.3,3187.0,3.0,1.0,3.0,685.0,175.0,1950.0,moreland,-37.92364,145.01118,southern metropolitan,6938.0,75.0,0.004373177842565598,,
brighton east,60 cummins rd,3,h,1650000.0,sp,buxton,,10.3,3187.0,3.0,2.0,2.0,623.0,0.0,1920.0,moreland,-37.92698,145.02673,southern metropolitan,6938.0,105.0,0.004807692307692308,,
brighton east,375 south rd,5,h,1650000.0,sp,hodges,,10.3,3187.0,5.0,2.0,5.0,773.0,275.0,1950.0,moreland,-37.93203,145.02844,southern metropolitan,6938.0,75.0,0.006459948320413436,,
brunswick,1/208 albion st,1,u,424000.0,sp,jellis,,5.2,3056.0,1.0,1.0,2.0,334.0,80.0,2009.0,moreland,-37.76078,144.96168,northern metropolitan,11918.0,16.0,0.0029850746268656717,,
brunswick east,10b albion st,3,t,959000.0,s,jellis,,4.0,3057.0,3.0,2.0,1.0,138.0,122.0,1998.0,moreland,-37.76292,144.97975,northern metropolitan,5533.0,27.0,0.02158273381294964,,
brunswick east,117 barkly st,2,h,975000.0,s,nelson,,4.0,3057.0,2.0,1.0,1.0,159.0,126.0,1970.0,moreland,-37.77726,144.97247,northern metropolitan,5533.0,55.0,0.0125,,
brunswick west,33 irvine cr,3,h,1160000.0,s,nelson,,5.2,3055.0,3.0,1.0,2.0,575.0,126.0,1970.0,moreland,-37.75461,144.94669,northern metropolitan,7082.0,55.0,0.005208333333333333,,
brunswick west,38 mclean st,2,h,887500.0,s,ray,,5.2,3055.0,2.0,1.0,2.0,434.0,126.0,1970.0,moreland,-37.75336,144.93872,northern metropolitan,7082.0,55.0,0.004597701149425287,,
brunswick west,16 temple st,3,h,2350000.0,vb,collins,,5.2,3055.0,3.0,2.0,2.0,445.0,160.0,1925.0,moreland,-37.76645,144.94133,northern metropolitan,7082.0,100.0,0.006726457399103139,,
bundoora,8 cabernet cr,5,h,940000.0,s,ray,,12.1,3083.0,5.0,3.0,2.0,593.0,126.0,1970.0,moreland,-37.68878,145.05795,northern metropolitan,10175.0,55.0,0.008417508417508417,,
bundoora,36 cameron pde,4,h,850000.0,sp,ray,,12.1,3083.0,4.0,2.0,3.0,543.0,126.0,1970.0,moreland,-37.69852,145.06523,northern metropolitan,10175.0,55.0,0.007352941176470588,,
bundoora,37 greenwood dr,4,h,815000.0,s,ray,,12.1,3083.0,4.0,2.0,1.0,525.0,0.0,1965.0,moreland,-37.70765,145.05556,northern metropolitan,10175.0,60.0,0.0076045627376425855,,
burnside,18 fydler av,3,h,580000.0,s,ypa,,14.8,3023.0,3.0,2.0,2.0,461.0,174.0,2000.0,moreland,-37.74518,144.74708,western metropolitan,1607.0,25.0,0.006493506493506494,,
burwood,3 aylwin av,3,h,1220000.0,vb,noel,,10.4,3125.0,3.0,2.0,2.0,261.0,151.0,2015.0,moreland,-37.84691,145.10029,southern metropolitan,5678.0,10.0,0.011450381679389313,,
burwood,23 cromwell st,3,h,1238000.0,s,buxton,,10.4,3125.0,3.0,2.0,1.0,735.0,126.0,1970.0,moreland,-37.85296,145.1055,southern metropolitan,5678.0,55.0,0.004076086956521739,,
burwood,58 eley rd,4,h,1535000.0,s,nelson,,10.4,3125.0,4.0,3.0,2.0,1004.0,188.0,1950.0,moreland,-37.84533,145.12764,southern metropolitan,5678.0,75.0,0.003980099502487562,,
burwood,42 uganda st,3,h,1340000.0,s,fletchers,,10.4,3125.0,3.0,1.0,1.0,556.0,126.0,1970.0,moreland,-37.84375,145.10591000000005,southern metropolitan,5678.0,55.0,0.005385996409335727,,
burwood,11 webb st,2,h,1322500.0,s,buxton,,10.4,3125.0,2.0,1.0,1.0,731.0,94.0,1950.0,moreland,-37.85621,145.10641,southern metropolitan,5678.0,75.0,0.00273224043715847,,
camberwell,1 trafalgar rd,4,h,2385000.0,s,marshall,,7.7,3124.0,4.0,2.0,2.0,671.0,126.0,1914.0,moreland,-37.8296,145.06441999999996,southern metropolitan,8920.0,111.0,0.005952380952380952,,
canterbury,10 beaumont st,3,h,1935000.0,s,jellis,,8.4,3126.0,3.0,2.0,2.0,449.0,126.0,1915.0,moreland,-37.82359,145.0693,southern metropolitan,3265.0,110.0,0.006666666666666667,,
carlton,50 dorrit st,3,h,1760000.0,s,hockingstuart,,1.6,3053.0,3.0,1.0,2.0,9405.0,134.0,1880.0,moreland,-37.79945,144.96653,northern metropolitan,6786.0,145.0,0.00031894535402934295,,
carnegie,59 oakleigh rd,3,h,1400000.0,pi,jellis,,10.1,3163.0,3.0,2.0,3.0,818.0,193.0,2011.0,moreland,-37.89877,145.05132,southern metropolitan,7822.0,14.0,0.003663003663003663,,
carrum downs,1 broderick rd,4,h,546000.0,sp,harcourts,,34.9,3201.0,3.0,1.0,1.0,646.0,103.0,1987.0,moreland,-38.10346,145.18159,south-eastern metropolitan,8060.0,38.0,0.0061823802163833074,,
carrum downs,2 donna st,3,h,532000.0,s,barry,,34.9,3201.0,3.0,1.0,2.0,474.0,104.0,1993.0,moreland,-38.10429,145.17178,south-eastern metropolitan,8060.0,32.0,0.00631578947368421,,
carrum downs,2 tasman ct,3,h,615000.0,s,hockingstuart,,34.9,3201.0,3.0,2.0,2.0,804.0,126.0,1970.0,moreland,-38.09187,145.19463000000005,south-eastern metropolitan,8060.0,55.0,0.0037267080745341614,,
caulfield south,2/203 booran rd,2,u,790000.0,s,gary,,8.7,3162.0,2.0,1.0,1.0,919.0,82.0,2010.0,moreland,-37.8981,145.03551000000004,southern metropolitan,5051.0,15.0,0.002173913043478261,,
chadstone,23 oakpark dr,3,h,990000.0,pi,buxton,,11.7,3148.0,3.0,2.0,2.0,6000.0,126.0,1970.0,moreland,-37.88932,145.10298999999995,southern metropolitan,3582.0,55.0,0.0004999166805532411,,
chelsea heights,7 brolga av,3,h,725000.0,s,ray,,27.0,3196.0,3.0,1.0,1.0,534.0,95.0,1980.0,moreland,-38.04922,145.13904,south-eastern metropolitan,2076.0,45.0,0.005607476635514018,,
cheltenham,78 albenca st,5,h,1300000.0,vb,buxton,,17.9,3192.0,5.0,2.0,2.0,1006.0,213.0,1970.0,moreland,-37.97404,145.07541,southern metropolitan,9758.0,55.0,0.004965243296921549,,
cheltenham,42 snowdon dr,3,h,975000.0,s,charlton,,17.9,3192.0,3.0,2.0,2.0,595.0,114.0,1970.0,moreland,-37.97334,145.08192,southern metropolitan,9758.0,55.0,0.0050335570469798654,,
clayton south,26 tarago cr,3,h,950000.0,s,c21,,17.5,3169.0,3.0,2.0,2.0,535.0,123.0,1970.0,moreland,-37.94122,145.10924,south-eastern metropolitan,4734.0,55.0,0.005597014925373134,,
coburg,373 moreland rd,2,t,770000.0,pi,ray,,6.7,3058.0,2.0,1.0,1.0,600.0,126.0,1970.0,moreland,-37.75356,144.9497,northern metropolitan,11204.0,55.0,0.0033277870216306157,,
coolaroo,21 norval cr,3,h,460000.0,s,stockdale,,17.4,3048.0,3.0,1.0,3.0,536.0,104.0,1975.0,moreland,-37.65704,144.92987,northern metropolitan,1124.0,50.0,0.00558659217877095,,
craigieburn,28 powell st,3,h,412500.0,s,re,,20.6,3064.0,3.0,2.0,1.0,197.0,0.0,2012.0,moreland,-37.57687,144.911,northern metropolitan,15510.0,13.0,0.015151515151515152,,
craigieburn,5 scarborough tce,3,h,465000.0,s,ray,,20.6,3064.0,3.0,1.0,1.0,338.0,126.0,2004.0,moreland,-37.57589,144.9305,northern metropolitan,15510.0,21.0,0.008849557522123894,,
cranbourne,48 majestic bvd,5,h,720008.0,sp,o'brien,,34.7,3977.0,5.0,3.0,2.0,528.0,204.0,2006.0,moreland,-38.08902,145.29006,south-eastern metropolitan,7680.0,19.0,0.00945179584120983,,
croydon,9 columbia av,5,h,1188000.0,s,hockingstuart,,23.0,3136.0,5.0,2.0,2.0,864.0,294.0,1980.0,moreland,-37.79546,145.27002,eastern metropolitan,11925.0,45.0,0.005780346820809248,,
croydon,19 sevenoaks av,5,h,905000.0,s,barry,,23.0,3136.0,5.0,2.0,2.0,1005.0,185.0,1960.0,moreland,-37.78466,145.27326000000005,eastern metropolitan,11925.0,65.0,0.004970178926441352,,
dandenong north,22 pinewood av,5,h,600000.0,pi,biggin,,24.7,3175.0,5.0,2.0,1.0,608.0,146.0,1960.0,moreland,-37.96171,145.20122,south-eastern metropolitan,8322.0,65.0,0.008210180623973728,,
edithvale,20 northcliffe rd,3,h,1100000.0,vb,buxton,,27.0,3196.0,3.0,2.0,4.0,737.0,126.0,1940.0,moreland,-38.04214,145.11372,south-eastern metropolitan,2546.0,85.0,0.0040650406504065045,,
eltham,16 foster rd,4,h,1060000.0,s,buckingham,,18.0,3095.0,4.0,2.0,2.0,842.0,202.0,1980.0,moreland,-37.70562,145.16611,eastern metropolitan,6990.0,45.0,0.004744958481613286,,
eltham north,45 allison cr,4,h,905000.0,s,buckingham,,18.0,3095.0,4.0,2.0,0.0,2000.0,153.0,1975.0,moreland,-37.70232,145.1419,eastern metropolitan,2346.0,50.0,0.001999000499750125,,
epping,26 lowalde dr,3,h,595000.0,s,hockingstuart,,19.6,3076.0,3.0,1.0,2.0,536.0,0.0,1980.0,moreland,-37.64972,145.04086,northern metropolitan,10926.0,45.0,0.00558659217877095,,
epping,8 trumper pl,4,h,810000.0,s,barry,,19.6,3076.0,4.0,2.0,4.0,854.0,260.0,1995.0,moreland,-37.63904,145.0589,northern metropolitan,10926.0,30.0,0.004678362573099415,,
essendon,54 cooper st,5,h,2335000.0,sp,barry,,7.5,3040.0,5.0,2.0,6.0,1012.0,222.0,1915.0,moreland,-37.74967,144.8977,western metropolitan,9264.0,110.0,0.004935834155972359,,
essendon,58 primrose st,3,h,1240000.0,pi,nelson,,7.5,3040.0,3.0,1.0,2.0,476.0,126.0,1970.0,moreland,-37.75759,144.92788000000004,western metropolitan,9264.0,55.0,0.006289308176100629,,
essendon,14 shaftesbury st,3,h,1580000.0,pi,frank,,7.5,3040.0,3.0,2.0,1.0,665.0,195.0,1886.0,moreland,-37.75238,144.92248999999995,western metropolitan,9264.0,139.0,0.0045045045045045045,,
ferntree gully,2/6 simpson rd,2,h,594000.0,s,ray,,24.8,3156.0,2.0,1.0,1.0,550.0,126.0,1970.0,moreland,-37.87837,145.28104,eastern metropolitan,10788.0,55.0,0.003629764065335753,,
fitzroy north,50 church st,2,h,1385000.0,sp,jellis,,3.6,3068.0,2.0,1.0,0.0,176.0,80.0,1890.0,moreland,-37.78852,144.97871999999995,northern metropolitan,6244.0,135.0,0.011299435028248588,,
fitzroy north,134 clauscen st,2,h,1400000.0,s,nelson,,3.6,3068.0,2.0,1.0,1.0,164.0,93.0,1890.0,moreland,-37.77796,144.98373999999995,northern metropolitan,6244.0,135.0,0.012121212121212121,,
